competition,match_id,date,season,team,opponent,win,chase,close_game,run_diff,runs,legal_balls_faced,runs_allowed,legal_balls_bowled,wickets_lost,wickets_taken,dot_balls_bat,dot_balls_bowl,boundaries,pp_runs,pp_legal_balls,death_runs,death_legal_balls,fielding_dismissals,run_rate,runs_per_ball,dot_ball_rate_bat,dot_ball_rate_bowl,bowler_wkts_per_match,powerplay_economy,death_economy,runs_allowed_per_legal_ball,boundary_rate_per_ball,death_run_rate,powerplay_run_rate,fielding_dismissals_per_match,n_matches,EDGE
LPL,1238758,2020-12-01,2020/21,Dambulla Viiking,Colombo Kings,1,0,0,28,175,120,147,112,9,10,49,48,20,45,36,54,30,16,8.75,1.4583333333333333,0.4083333333333333,0.42857142857142855,10,7.5,10.8,1.3125,0.16666666666666666,10.8,7.5,16,8,66.0
LPL,1238758,2020-12-01,2020/21,Colombo Kings,Dambulla Viiking,0,1,0,-28,147,112,175,120,10,9,48,49,21,41,36,42,22,16,7.875,1.3125,0.42857142857142855,0.4083333333333333,9,6.833333333333333,11.454545454545455,1.4583333333333333,0.1875,11.454545454545455,6.833333333333333,16,8,62.0
LPL,1238759,2020-12-01,2020/21,Jaffna Stallions,Kandy Tuskers,1,0,0,54,185,120,131,103,8,10,42,44,24,26,36,63,30,16,9.25,1.5416666666666667,0.35,0.42718446601941745,10,4.333333333333333,12.600000000000001,1.2718446601941749,0.2,12.600000000000001,4.333333333333333,16,9,86.0
LPL,1238759,2020-12-01,2020/21,Kandy Tuskers,Jaffna Stallions,0,1,0,-54,131,103,185,120,10,8,44,42,18,61,36,7,13,16,7.63106796116505,1.2718446601941749,0.42718446601941745,0.35,8,10.166666666666666,3.230769230769231,1.5416666666666667,0.17475728155339806,3.230769230769231,10.166666666666666,16,7,2.0
LPL,1238760,2020-12-03,2020/21,Galle Gladiators,Jaffna Stallions,0,0,0,-4,170,120,174,118,6,5,35,46,21,50,36,48,30,10,8.5,1.4166666666666667,0.2916666666666667,0.3898305084745763,5,8.333333333333332,9.600000000000001,1.4745762711864407,0.175,9.600000000000001,8.333333333333332,10,10,14.000000000000002
LPL,1238760,2020-12-03,2020/21,Jaffna Stallions,Galle Gladiators,1,1,0,4,174,118,170,120,5,6,46,35,25,47,36,39,28,10,8.847457627118644,1.4745762711864407,0.3898305084745763,0.2916666666666667,6,7.833333333333334,8.357142857142858,1.4166666666666667,0.211864406779661,8.357142857142858,7.833333333333334,10,9,86.0
LPL,1238761,2020-12-03,2020/21,Kandy Tuskers,Dambulla Viiking,0,0,0,-1,156,120,157,116,6,5,37,36,18,46,36,39,30,11,7.800000000000001,1.3,0.30833333333333335,0.3103448275862069,5,7.666666666666666,7.800000000000001,1.353448275862069,0.15,7.800000000000001,7.666666666666666,11,7,2.0
LPL,1238761,2020-12-03,2020/21,Dambulla Viiking,Kandy Tuskers,1,1,0,1,157,116,156,120,5,6,36,37,20,42,36,27,26,11,8.120689655172413,1.353448275862069,0.3103448275862069,0.30833333333333335,6,7.0,6.230769230769232,1.3,0.1724137931034483,6.230769230769232,7.0,11,8,66.0
LPL,1238762,2020-12-04,2020/21,Jaffna Stallions,Colombo Kings,0,0,0,-3,148,120,151,116,9,4,49,46,19,39,36,55,30,9,7.4,1.2333333333333334,0.4083333333333333,0.39655172413793105,4,6.5,11.0,1.3017241379310345,0.15833333333333333,11.0,6.5,9,9,86.0
LPL,1238762,2020-12-04,2020/21,Colombo Kings,Jaffna Stallions,1,1,0,3,151,116,148,120,4,9,46,49,20,50,36,51,26,9,7.810344827586206,1.3017241379310345,0.39655172413793105,0.4083333333333333,9,8.333333333333332,11.769230769230768,1.2333333333333334,0.1724137931034483,11.769230769230768,8.333333333333332,9,8,62.0
LPL,1238763,2020-12-05,2020/21,Dambulla Viiking,Galle Gladiators,1,0,1,9,207,120,198,120,4,7,35,35,28,48,36,68,30,9,10.350000000000001,1.725,0.2916666666666667,0.2916666666666667,7,8.0,13.6,1.65,0.23333333333333334,13.6,8.0,9,8,66.0
LPL,1238763,2020-12-05,2020/21,Galle Gladiators,Dambulla Viiking,0,1,1,-9,198,120,207,120,7,4,35,35,29,53,36,40,30,9,9.899999999999999,1.65,0.2916666666666667,0.2916666666666667,4,8.833333333333334,8.0,1.725,0.24166666666666667,8.0,8.833333333333334,9,10,14.000000000000002
LPL,1238764,2020-12-05,2020/21,Kandy Tuskers,Colombo Kings,0,0,0,-3,105,116,108,85,10,3,64,47,14,54,36,13,26,9,5.431034482758621,0.9051724137931034,0.5517241379310345,0.5529411764705883,3,9.0,3.0,1.2705882352941176,0.1206896551724138,3.0,9.0,9,7,2.0
LPL,1238764,2020-12-05,2020/21,Colombo Kings,Kandy Tuskers,1,1,0,3,108,85,105,116,3,10,47,64,15,50,36,0,0,9,7.623529411764705,1.2705882352941176,0.5529411764705883,0.5517241379310345,10,8.333333333333332,,0.9051724137931034,0.17647058823529413,,8.333333333333332,9,8,62.0
